Customer ID,Product ID,Order ID,Customer Age,Gender,Product Name,MRP,Discount Price,Category,State,City,Subscription,Bill Number,Time Spent on Website,Rating,Marketing/Advertisement,Ship Mode,Order Status,Order Date,Delivery Date,Cancellation Date,Payment Method,Pin Code,Total Order Value,Payment Status,No of Clicks,Year,Month,Shipping Charges
SCG07,FR845,594136147,63,Female,Tata Tea Chakra Gold Premium Tea,1458.07,1006.07,Local,Gujarat,Jamnagar,Freepass,3.98E+11,8.75,3.5,Facebook,Priority,Shipped,17-01-2022,19-01-2022,,Debit,517842,1106.07,Paid,23,2022,January,100
KNY08,DU527,738755656,50,Male,Tata Tea,36.13,23.85,Local,Telangana,Mahbubnagar,Freepass,9.28E+11,4.49,3.7,Instagram,Free,Delivered,19-03-2021,26-03-2021,,Debit,779249,23.85,Paid,85,2021,March,0
DFJ67,EG986,717464471,37,Male,Tata Sampann Moong Dal (Pesara Pappu),1657.49,1226.54,Local,Gujarat,Anand,Freepass,8.28E+11,2.91,4.9,Instagram,Free,Delivered,27-10-2023,3/11/2023,,UPI,271893,1226.54,Pending,26,2023,October,0
TOM29,OQ176,824780224,58,Female,Tata Sampann Chana Dal,753.55,632.98,Branded,Telangana,Karimnagar,Premium,9.53E+11,1.95,4.1,Facebook,Express plus,Returned,10/3/2022,15-03-2022,,Netbanking,433745,Returned,Returned,80,2022,March,75
QKK53,DO004,517050743,41,Female,Usha Heavy Weight Iron - El3710: 1000 W,865.82,545.47,Imported,Andhra Pradesh,Kurnool,Premium,75719706355,16.49,3.7,Facebook,Priority,Delivered,22-02-2021,25-02-2021,,Credit,510438,595.47,Paid,91,2021,February,50
NXP01,YR371,71518994,28,Male,Tenali Double Horse Chana Dal,664.58,445.27,Local,Telangana,Adilabad,Premium Plus,35051267339,1.98,3.2,Instagram,Free,Delivered,12/8/2023,20-08-2023,,Credit,829107,445.27,Paid,31,2023,August,0
SRY90,IK152,173231185,46,Female,Tata Sampann Moong Dal (Pesara Pappu),609.86,481.79,Local,Andhra Pradesh,Visakhapatnam,Premium,5.77E+11,53.24,4.5,Instagram,Priority,Shipped,4/4/2023,6/4/2023,,Debit,228575,531.79,Paid,91,2023,April,50
FOD77,IY642,545513837,64,Female,Tenali Double Horse Chana Dal,1170.83,702.5,Local,Maharashtra,Nagpur,Freepass,2.77E+11,2.01,2.1,Other,Free,Shipped,18-07-2021,28-07-2021,,Credit,769711,702.5,Pending,45,2021,July,0
CXC97,VW221,12689983,19,Male,Parle Nutricrunch Digestive Cookies,585.55,310.34,Local,Maharashtra,Amravati,Freepass,3.08E+11,4.68,2,Instagram,Express plus,Delivered,26-09-2021,1/10/2021,,UPI,877993,460.34,Paid,42,2021,September,150
VGA37,OB294,714865527,21,Female,Nutri Delite Breakfast Cereal,1456.3,1135.91,Local,Gujarat,Gandhinagar,Freepass,1.60E+11,22.03,1.7,Instagram,Free,Shipped,29-09-2023,8/10/2023,,Debit,992237,1135.91,Paid,97,2023,September,0
DAN35,RG703,405709405,33,Female,Cavin's Chocolate Milkshake,928.11,853.86,Local,Maharashtra,Thane,Freepass,4.12E+11,8.09,4.7,Other,Priority,Delivered,22-02-2023,24-02-2023,,Netbanking,626417,953.86,Pending,23,2023,February,100
PWH01,UN989,400893786,53,Female,Pigeon Induction Cooktop Acer Plus: 1800 W,312.52,246.89,Imported,Telangana,Karimnagar,Premium,3.47E+11,26.8,3.1,Instagram,Free,Shipped,18-05-2021,26-05-2021,,Debit,288608,246.89,Paid,24,2021,May,0
QAP49,VQ114,87904221,20,Female,Sofit Soya Drink Vanilla,1666.99,1433.61,Branded,Gujarat,Bharuch,Premium,9.11E+11,2.16,1.6,Instagram,Free,Shipped,24-10-2022,3/11/2022,,Debit,216834,1433.61,Paid,24,2022,October,0
ZUW67,UV988,561032667,30,Female,Sofit Soya Drink Vanilla,170.07,88.44,Local,Gujarat,Junagadh,Premium Plus,4.52E+11,4.38,3.9,Instagram,Free,Shipped,17-12-2022,27-12-2022,,Debit,354782,88.44,Pending,1,2022,December,0
ESD73,SC870,887129987,69,Male,Sofit Soya Drink Vanilla,1269.77,1168.19,Branded,Gujarat,Vadodara,Freepass,1.67E+11,19.46,1.8,Facebook,Free,Shipped,16-06-2022,25-06-2022,,Credit,236789,1168.19,Paid,33,2022,June,0
ALK53,PG527,181193265,45,Female,Amul Butter Unsalted,1649.6,1022.75,Local,Maharashtra,Nagpur,Freepass,4.25E+11,2.47,3.7,Facebook,Free,Delivered,10/9/2022,19-09-2022,,Debit,706542,1022.75,Paid,7,2022,September,0
IVZ36,HF025,270475719,52,Female,Tata Tea,1689.85,1537.76,Local,Telangana,Hyderabad,Premium Plus,3.03E+11,5.11,2,Instagram,Express plus,Delivered,10/2/2023,15-02-2023,,Credit,713556,1587.76,Pending,23,2023,February,50
LBS57,KQ561,119626862,50,Female,Kellogg's Corn Flakes,786.78,542.88,Imported,Telangana,Mahbubnagar,Premium,6.04E+11,1.22,4.9,Instagram,Priority,Delivered,11/11/2022,14-11-2022,,Debit,904458,592.88,Pending,98,2022,November,50
OKK18,VA331,642991929,40,Female,Amul Butter Unsalted,782.54,524.3,Branded,Andhra Pradesh,Anantapur,Freepass,4.80E+11,2.32,1.7,Other,Free,Delivered,4/10/2021,14-10-2021,,Debit,942399,524.3,Paid,22,2021,October,0
VVB09,PJ498,462602078,32,Male,Tenali Double Horse Chana Dal,718.98,603.94,Imported,Gujarat,Anand,Premium,3.95E+11,4.42,2.8,Facebook,Express plus,Delivered,29-08-2021,2/9/2021,,Credit,37468,678.94,Paid,51,2021,August,75
AFX52,PW518,389951869,50,Male,Ariel Matic Front Load Liquid Detergent,133.18,87.9,Local,Maharashtra,Amravati,Freepass,4.19E+11,4.88,2.6,Other,Free,Delivered,22-05-2022,29-05-2022,,Debit,300867,87.9,Paid,78,2022,May,0
GAZ07,QA456,34788453,50,Male,Usha Heavy Weight Iron - El3710: 1000 W,1161.71,813.2,Local,Telangana,Mahbubnagar,Premium,2.50E+11,1.59,3.8,Instagram,Express plus,Delivered,27-06-2022,1/7/2022,,Debit,996383,888.2,Paid,95,2022,June,75
ORT11,UB121,593226797,56,Female,Kellogg's Corn Flakes,1164.77,733.81,Local,Maharashtra,Mumbai,Freepass,1.70E+11,12.16,2.5,TV,Free,Shipped,6/7/2022,16-07-2022,,Debit,9601,733.81,Paid,59,2022,July,0
RVM26,QB109,74180308,51,Female,Ariel Matic Front Load Liquid Detergent,973.42,895.55,Local,Andhra Pradesh,Vijayawada,Freepass,5.57E+11,4.58,4.3,Other,Priority,Delivered,7/3/2023,10/3/2023,,Debit,381643,995.55,Paid,12,2023,March,100
ZBT40,YA924,692602279,24,Female,Harpic Bathroom Cleaner - Floral,140.68,132.24,Branded,Maharashtra,Kolhapur,Freepass,7.65E+11,3.49,2.8,Other,Free,Shipped,5/5/2023,13-05-2023,,Credit,129992,132.24,Pending,33,2023,May,0
TVD42,DF132,998743341,66,Female,Tata Tea Chakra Gold Premium Tea,1292.03,723.54,Branded,Telangana,Hyderabad,Premium,9.25E+11,11.96,4.5,Instagram,Express plus,Shipped,6/4/2021,10/4/2021,,Debit,393849,798.54,Paid,54,2021,April,75
PDU85,YK975,286035704,31,Female,Tata Sampann Chana Dal,1906.04,1486.71,Local,Telangana,Mahbubnagar,Premium Plus,6.56E+11,3.61,4.6,Other,Free,Shipped,18-09-2022,25-09-2022,,Debit,233288,1486.71,Paid,51,2022,September,0
IEJ40,LE420,29599415,57,Female,Tata Tea Chakra Gold Premium Tea,1075.27,924.73,Local,Andhra Pradesh,Tirupati,Premium,9.32E+11,2.95,4.8,Instagram,Express plus,Delivered,20-01-2022,25-01-2022,,UPI,304816,999.73,Paid,44,2022,January,75
UJD77,TZ485,602657573,34,Male,Ariel Matic Front Load Liquid Detergent,1387.41,735.33,Imported,Maharashtra,Thane,Freepass,3.88E+11,1.77,3.4,Instagram,Free,Delivered,26-08-2022,2/9/2022,,Netbanking,377019,735.33,Paid,70,2022,August,0
DHU69,GM753,898476206,48,Female,Usha Heavy Weight Iron - El3710: 1000 W,192.54,182.91,Local,Gujarat,Bharuch,Premium,7.77E+11,6.31,2.6,Other,Free,Delivered,7/3/2023,14-03-2023,,Credit,281712,182.91,Paid,84,2023,March,0
DDW54,NF756,932318031,26,Female,Nimyle Herbal Anti-Bacterial Floor Cleaner,73.84,42.83,Branded,Maharashtra,Nashik,Freepass,1.49E+11,12.95,3.1,Instagram,Express plus,Shipped,31-03-2021,4/4/2021,,Netbanking,560824,192.83,Paid,41,2021,March,150
KOB78,KZ409,658482682,69,Male,Amul Taaza Toned Milk,1296.91,985.65,Imported,Maharashtra,Kolhapur,Freepass,9.65E+11,5,3.5,TV,Express plus,Delivered,12/1/2021,16-01-2021,,COD,763141,1135.65,Paid,7,2021,January,150
WXT02,YB101,93018017,42,Male,Tata Sampann Moong Dal (Pesara Pappu),665.18,339.24,Imported,Gujarat,Ahmedabad,Premium,7.09E+11,1.58,1.8,Facebook,Free,Shipped,19-02-2023,1/3/2023,,Debit,427908,339.24,Paid,2,2023,February,0
RQL43,UV448,101044057,20,Male,Kellogg's Corn Flakes,1754.95,1246.01,Imported,Andhra Pradesh,Tirupati,Premium Plus,3.78E+11,1.79,2.6,Instagram,Free,Delivered,7/10/2021,16-10-2021,,Netbanking,868501,1246.01,Paid,76,2021,October,0
KRI89,BZ683,581269184,38,Female,Nimyle Herbal Anti-Bacterial Floor Cleaner,1321.56,1149.76,Branded,Maharashtra,Amravati,Freepass,4.82E+11,13.01,4.1,Instagram,Express plus,Delivered,9/9/2021,14-09-2021,,COD,955687,1299.76,Paid,13,2021,September,150
VKE53,SB692,190295317,35,Male,Kellogg's Corn Flakes,1618.11,938.5,Imported,Telangana,Nalgonda,Premium Plus,5.88E+11,5.75,3.4,Instagram,Express plus,Shipped,2/1/2023,7/1/2023,,Credit,285513,988.5,Paid,51,2023,January,50
BRT03,UE219,634647883,56,Female,Sofit Soya Drink Vanilla,274.76,189.58,Branded,Andhra Pradesh,Anantapur,Premium,2.17E+11,8.65,2.6,Facebook,Priority,Delivered,9/7/2023,11/7/2023,,Credit,426613,239.58,Paid,45,2023,July,50
ZXI54,JH216,781724664,28,Female,VSR Channa Dal,1777.66,1279.92,Local,Maharashtra,Solapur,Freepass,7.43E+11,13.25,1,TV,Express plus,Delivered,1/1/2022,5/1/2022,,Credit,241896,1429.92,Paid,18,2022,January,150
DOR21,GR081,85897075,49,Male,Kellogg's Corn Flakes,178.61,157.18,Branded,Andhra Pradesh,Vizianagaram,Freepass,3.78E+11,6.79,1.3,Instagram,Priority,Shipped,10/7/2023,12/7/2023,,Credit,263523,257.18,Paid,52,2023,July,100
YID05,UH558,663281817,60,Male,VSR Channa Dal,1710.28,1265.61,Local,Telangana,Ramagundam,Freepass,7.82E+11,1.15,3.9,Instagram,Express plus,Shipped,12/12/2023,16-12-2023,,Debit,139328,1415.61,Paid,44,2023,December,150
HNN03,VF482,199441700,63,Male,Ariel Matic Top Load Liquid Detergent,1948.68,1169.21,Local,Telangana,Warangal,Freepass,2.42E+11,3.27,2.6,Instagram,Free,Delivered,1/6/2021,9/6/2021,,Credit,297723,1169.21,Paid,60,2021,June,0
RIW14,HY214,816208008,29,Male,Parle Nutricrunch Digestive Cookies,1188.65,879.6,Local,Gujarat,Vadodara,Premium Plus,7.22E+11,15.73,2.7,Other,Free,Shipped,17-09-2022,27-09-2022,,Credit,29763,879.6,Paid,30,2022,September,0
ITT49,TO642,386427549,52,Male,Usha Heavy Weight Iron - El3710: 1000 W,1960.18,1744.56,Branded,Maharashtra,Aurangabad,Freepass,9.71E+11,28.07,2.9,Other,Free,Shipped,29-06-2021,8/7/2021,,COD,16589,1744.56,Paid,79,2021,June,0
PNS36,PI101,328458067,22,Male,Nimyle Herbal Anti-Bacterial Floor Cleaner,1804.91,1281.49,Local,Telangana,Suryapet,Premium Plus,1.68E+11,1.1,1.8,Friends,Express plus,Delivered,7/2/2023,12/2/2023,,Debit,721205,1331.49,Paid,68,2023,February,50
UHW36,EX311,431678464,63,Male,Parle Nutricrunch Digestive Cookies,1317.47,777.31,Branded,Gujarat,Anand,Premium Plus,3.32E+11,3.69,4.4,Other,Free,Shipped,21-06-2022,28-06-2022,,Debit,363703,777.31,Paid,58,2022,June,0
JXN74,GO695,158933090,32,Male,Tata Tea Chakra Gold Premium Tea,1744.83,889.86,Local,Telangana,Nizamabad,Premium,4.95E+11,3.18,4.9,Instagram,Free,Delivered,26-11-2021,5/12/2021,,Credit,916365,889.86,Pending,8,2021,November,0
ZGE30,FK988,504045417,27,Male,Kellogg's Corn Flakes,1449.15,1014.4,Local,Andhra Pradesh,Tirupati,Freepass,9.47E+11,11.62,1.6,Facebook,Free,Shipped,21-10-2023,30-10-2023,,Debit,994714,1014.4,Pending,34,2023,October,0
CPH91,EQ194,818589604,28,Male,Nutri Delite Breakfast Cereal,1828.53,950.84,Imported,Telangana,Khammam,Freepass,6.15E+11,6.23,2.8,TV,Free,Delivered,22-12-2021,31-12-2021,,Credit,449037,950.84,Paid,59,2021,December,0
UMC42,JY511,800652125,67,Male,Tata Sampann Moong Dal (Pesara Pappu),70.45,37.34,Local,Andhra Pradesh,Vijayawada,Premium,8.79E+11,24.22,3.3,Facebook,Priority,Shipped,7/3/2021,9/3/2021,,UPI,192859,87.34,Paid,44,2021,March,50
UJF87,ZZ023,915369211,22,Male,Kellogg's Corn Flakes,1983.04,1447.62,Local,Gujarat,Surat,Premium,39885560158,4.68,2.3,Friends,Priority,Shipped,28-02-2023,2/3/2023,,Debit,523646,1497.62,Paid,87,2023,February,50
WOX42,CY041,603273630,43,Female,Pigeon Induction Cooktop Acer Plus: 1800 W,1993,1773.77,Local,Maharashtra,Navi Mumbai,Freepass,7.98E+11,4.16,4.1,Instagram,Free,Delivered,25-11-2023,4/12/2023,,Debit,233671,1773.77,Pending,87,2023,November,0
PNI49,LX996,283726140,24,Female,Cavin's Chocolate Milkshake,112.31,81.99,Branded,Gujarat,Bharuch,Premium,5.30E+11,2.09,2.1,Friends,Free,Shipped,12/5/2022,19-05-2022,,UPI,646753,81.99,Paid,94,2022,May,0
UNP28,FB267,791417713,55,Male,Tata Sampann Chana Dal,1721.04,1067.04,Branded,Andhra Pradesh,Visakhapatnam,Freepass,9.56E+11,4.87,4.6,Facebook,Free,Delivered,30-05-2022,6/6/2022,,Credit,910898,1067.04,Pending,21,2022,May,0
EUO79,AI110,23908059,22,Male,Tata Sampann Chana Dal,726.85,450.65,Local,Maharashtra,Navi Mumbai,Premium Plus,4.98E+11,2.44,4.1,Facebook,Free,Shipped,6/1/2023,14-01-2023,,COD,605143,450.65,Pending,40,2023,January,0
PBH56,SQ290,425381820,34,Male,Tata Sampann Chana Dal,500.15,290.09,Branded,Gujarat,Rajkot,Freepass,1.14E+11,2.9,4.6,Instagram,Free,Delivered,27-07-2023,3/8/2023,,Debit,179909,290.09,Pending,12,2023,July,0
NPC05,ME253,462688399,19,Female,Ariel Matic Front Load Liquid Detergent,1164.45,1094.58,Imported,Andhra Pradesh,Visakhapatnam,Freepass,5.57E+11,7.42,4.7,Other,Priority,Delivered,22-10-2023,24-10-2023,,Netbanking,262124,1194.58,Paid,74,2023,October,100
LGW17,JT280,337769535,54,Male,Ariel Matic Top Load Liquid Detergent,160.17,126.53,Branded,Gujarat,Vadodara,Premium,6.68E+11,9.34,1.4,Other,Priority,Shipped,4/4/2022,7/4/2022,,UPI,90200,176.53,Paid,63,2022,April,50
PKA98,PL292,256608772,21,Male,Pigeon Induction Cooktop Acer Plus: 1800 W,144.27,86.56,Local,Andhra Pradesh,Kurnool,Freepass,9.49E+11,10.5,3,Facebook,Free,Delivered,4/5/2023,13-05-2023,,Debit,294926,86.56,Paid,45,2023,May,0
TTN60,WM445,212168837,27,Male,Amul Butter Unsalted,1580.71,1011.65,Branded,Andhra Pradesh,Vizianagaram,Freepass,45925397155,6.33,2.8,Friends,Free,Shipped,8/9/2022,15-09-2022,,COD,125418,1011.65,Paid,40,2022,September,0
YZO77,QD805,39287952,56,Male,Amul Butter Unsalted,889.24,569.11,Local,Gujarat,Ahmedabad,Premium,1.23E+11,27.42,3.8,Facebook,Priority,Returned,25-12-2023,27-12-2023,,Debit,557652,Returned,Returned,81,2023,December,50
KGI71,EF755,829077196,59,Male,Wagh Bakri Masala Tea,1590.8,1256.73,Branded,Maharashtra,Pune,Freepass,7.01E+11,8.41,1.4,Instagram,Priority,Delivered,10/4/2022,13-04-2022,,Credit,866757,1356.73,Paid,64,2022,April,100
GDK86,JM685,966426757,35,Male,VSR Channa Dal,1157.18,694.31,Local,Telangana,Nizamabad,Premium,9.65E+11,4.18,2.2,Facebook,Free,Shipped,3/10/2023,12/10/2023,,COD,591319,694.31,Paid,50,2023,October,0
DQA76,OW292,206735845,22,Female,Sunfeast Dark Fantasy Yumfills Cake,677.76,426.99,Branded,Gujarat,Vadodara,Freepass,2.84E+11,9.1,1.5,Instagram,Priority,Delivered,11/2/2023,13-02-2023,,UPI,907331,526.99,Paid,49,2023,February,100
WAI63,LB601,949054560,27,Female,Amul Taaza Toned Milk,532.76,404.9,Local,Maharashtra,Solapur,Freepass,1.95E+11,4.53,4.4,Friends,Free,Delivered,27-09-2023,4/10/2023,,Credit,456359,404.9,Paid,67,2023,September,0
BMI71,AO224,83956819,62,Male,Tenali Double Horse Chana Dal,690.01,476.11,Branded,Telangana,Mahbubnagar,Freepass,3.20E+11,1.7,4,Friends,Priority,Delivered,14-10-2023,17-10-2023,,Debit,74296,576.11,Paid,34,2023,October,100
SHI54,HE614,767073820,52,Female,Cavin's Chocolate Milkshake,1975.06,1224.54,Branded,Andhra Pradesh,Vizianagaram,Freepass,5.38E+11,3.14,3.9,Facebook,Priority,Shipped,4/11/2022,7/11/2022,,Debit,574835,1324.54,Paid,57,2022,November,100
MPD42,IR355,616116339,22,Male,Amul Butter Unsalted,1701.93,1565.78,Local,Gujarat,Anand,Premium,1.88E+11,1.07,2.8,Facebook,Priority,Shipped,17-02-2022,20-02-2022,,Credit,772017,1615.78,Paid,1,2022,February,50
VIN77,IX625,134814622,64,Male,Premia Tur Dal Latur (Kandi Pappu),217.19,115.11,Branded,Maharashtra,Navi Mumbai,Freepass,4.78E+11,1.71,1.1,Instagram,Express plus,Delivered,1/6/2021,5/6/2021,,Credit,809956,265.11,Paid,81,2021,June,150
BNJ30,VF432,745424988,30,Male,Kellogg's Corn Flakes,764.08,710.59,Branded,Andhra Pradesh,Nellore,Freepass,2.17E+11,4.34,1.6,Instagram,Free,Delivered,20-09-2022,29-09-2022,,Debit,180223,710.59,Pending,32,2022,September,0
YZF09,DX652,472209884,25,Female,Ariel Matic Front Load Liquid Detergent,1291.71,658.77,Local,Telangana,Warangal,Freepass,2.84E+11,2.49,3.8,Instagram,Free,Returned,14-02-2021,21-02-2021,,Debit,302256,Returned,Returned,59,2021,February,0
HLG21,DF162,649097069,51,Male,Nimyle Herbal Anti-Bacterial Floor Cleaner,508.38,416.87,Branded,Maharashtra,Pune,Freepass,5.69E+11,9.67,1.6,Other,Free,Returned,4/12/2021,14-12-2021,,Debit,822528,Returned,Returned,20,2021,December,0
RLM25,IY462,834610524,20,Male,Tata Tea Chakra Gold Premium Tea,233.79,149.63,Local,Telangana,Adilabad,Freepass,9.90E+11,22.58,3.9,Facebook,Free,Delivered,6/1/2023,15-01-2023,,Debit,174180,149.63,Paid,19,2023,January,0
YHN64,GV478,714141733,56,Female,Cavin's Chocolate Milkshake,411.26,234.42,Imported,Gujarat,Bharuch,Freepass,3.11E+11,4.21,4.6,Instagram,Free,Delivered,18-05-2022,25-05-2022,,UPI,863622,234.42,Paid,89,2022,May,0
WVT84,NA644,59476852,38,Female,Usha Heavy Weight Iron - El3710: 1000 W,1457.13,1034.56,Branded,Gujarat,Junagadh,Freepass,1.03E+11,18.9,2,Instagram,Express plus,Delivered,10/9/2022,14-09-2022,,Debit,617329,1184.56,Paid,21,2022,September,150
NUP00,QG682,890264921,65,Male,Ariel Matic Front Load Liquid Detergent,1055.16,622.54,Local,Gujarat,Bhavnagar,Premium,2.43E+11,5.07,3.7,Facebook,Express plus,Shipped,7/11/2022,12/11/2022,,UPI,409611,697.54,Paid,70,2022,November,75
IYT85,WD195,132609522,40,Female,Amul Taaza Toned Milk,1694.91,1237.28,Local,Gujarat,Ahmedabad,Freepass,5.33E+11,48.65,2.2,Facebook,Express plus,Delivered,28-06-2021,3/7/2021,,UPI,902977,1387.28,Paid,22,2021,June,150
DHO77,ZG861,564441210,40,Male,Nimyle Herbal Anti-Bacterial Floor Cleaner,1244.82,846.48,Local,Maharashtra,Nashik,Premium Plus,6.21E+11,19.11,3.5,Facebook,Express plus,Delivered,3/1/2022,7/1/2022,,Debit,229519,896.48,Paid,29,2022,January,50
ETP33,UA892,185375036,31,Male,Kellogg's Corn Flakes,848.98,764.08,Local,Gujarat,Bharuch,Freepass,7.76E+11,4.32,3.5,Facebook,Priority,Shipped,13-09-2023,16-09-2023,,Debit,600296,864.08,Pending,60,2023,September,100
OLI03,XE466,775050160,64,Male,Cavin's Chocolate Milkshake,1908.44,1145.06,Branded,Maharashtra,Navi Mumbai,Premium,1.16E+11,1.01,2.9,Facebook,Free,Shipped,11/9/2021,21-09-2021,,Debit,739059,1145.06,Paid,66,2021,September,0
JBA31,NZ219,136733227,41,Male,Kellogg's Corn Flakes,264.17,221.9,Local,Gujarat,Anand,Freepass,8.11E+11,3.48,4.2,Other,Free,Shipped,3/7/2023,11/7/2023,,Netbanking,219191,221.9,Paid,32,2023,July,0
NNY90,WO244,241390231,56,Male,Nutri Delite Breakfast Cereal,1547.43,990.36,Imported,Andhra Pradesh,Tirupati,Premium,8.04E+11,22.17,1.1,Other,Free,Delivered,27-07-2023,3/8/2023,,UPI,553674,990.36,Paid,13,2023,July,0
YCV79,AO430,141427933,50,Female,Amul Taaza Toned Milk,284.25,198.97,Branded,Telangana,Warangal,Premium,1.62E+11,1.66,4.3,Instagram,Priority,Delivered,4/8/2021,6/8/2021,,Debit,545482,248.97,Paid,15,2021,August,50
ZCS73,SF536,955916912,27,Male,Tata Tea Chakra Gold Premium Tea,185.4,161.3,Local,Telangana,Nalgonda,Freepass,3.84E+11,25.99,1.2,Instagram,Free,Shipped,16-04-2022,26-04-2022,,Debit,298279,161.3,Paid,55,2022,April,0
FCC37,QI515,871903273,56,Female,Usha Heavy Weight Iron - El3710: 1000 W,136.5,116.02,Local,Maharashtra,Kolhapur,Freepass,3.80E+11,8.27,2.7,Facebook,Free,Delivered,3/1/2023,13-01-2023,,Credit,629608,116.02,Pending,19,2023,January,0
Nov-39,KR697,306856603,44,Female,Amul Taaza Toned Milk,1978.7,1286.15,Local,Maharashtra,Navi Mumbai,Freepass,54161334315,15.81,4.8,TV,Free,Returned,24-07-2023,3/8/2023,,COD,946567,Returned,Returned,67,2023,July,0
KTV22,YB270,647245299,26,Female,Pigeon Induction Cooktop Acer Plus: 1800 W,1730.01,986.11,Local,Andhra Pradesh,Nellore,Freepass,3.16E+11,9.25,5,Friends,Free,Shipped,18-01-2021,26-01-2021,,Debit,315660,986.11,Paid,7,2021,January,0
DCJ06,AV290,981611950,63,Male,Nimyle Herbal Anti-Bacterial Floor Cleaner,176.93,95.54,Local,Telangana,Suryapet,Freepass,6.67E+11,4.26,3.7,Facebook,Express plus,Shipped,25-01-2023,29-01-2023,,Credit,134589,245.54,Paid,49,2023,January,150
QVL42,QB873,161130812,21,Male,Tata Tea Chakra Gold Premium Tea,1043.23,636.37,Local,Gujarat,Surat,Freepass,9.15E+11,3.64,2.7,Facebook,Express plus,Delivered,3/2/2021,7/2/2021,,Debit,346177,786.37,Paid,49,2021,February,150
COI94,WP866,472428801,60,Male,Amul Butter Unsalted,221.32,130.58,Branded,Maharashtra,Kolhapur,Premium,4.17E+11,3.42,4.2,Instagram,Express plus,Delivered,10/12/2022,14-12-2022,,COD,879290,205.58,Paid,16,2022,December,75
KEF86,TP439,623463904,69,Male,Tenali Double Horse Chana Dal,889.85,702.98,Imported,Maharashtra,Thane,Premium Plus,2.19E+11,4.01,4.1,Instagram,Priority,Delivered,13-10-2022,15-10-2022,,Debit,634278,727.98,Paid,78,2022,October,25
HUN12,IL619,565872895,20,Female,Harpic Bathroom Cleaner - Floral,104.61,85.78,Local,Andhra Pradesh,Vijayawada,Freepass,9.81E+11,10.78,2.3,Instagram,Free,Shipped,29-10-2021,8/11/2021,,Debit,564124,85.78,Pending,11,2021,October,0
TJK76,GO326,960205800,42,Male,Pigeon Induction Cooktop Acer Plus: 1800 W,1065.5,884.37,Imported,Andhra Pradesh,Kurnool,Freepass,9.34E+11,7.83,4.5,Instagram,Free,Returned,7/8/2023,17-08-2023,,Credit,112598,Returned,Returned,35,2023,August,0
YBI79,YF873,268111321,25,Female,Tata Sampann Chana Dal,793.36,737.82,Imported,Andhra Pradesh,Kurnool,Premium,96401991557,2.35,4.2,Facebook,Free,Cancelled,30-08-2021,8/9/2021,21-09-2021,Cancelled,85644,Cancelled,Cancelled,14,2021,August,Cancelled
SYC30,XS738,107408069,19,Female,Nimyle Herbal Anti-Bacterial Floor Cleaner,1773.3,1188.11,Local,Gujarat,Anand,Freepass,1.09E+11,4.58,1.5,Instagram,Priority,Shipped,5/5/2023,8/5/2023,,Debit,505330,1288.11,Paid,40,2023,May,100
JVJ37,CE584,61532343,33,Male,Ariel Matic Top Load Liquid Detergent,1071.43,675,Branded,Maharashtra,Thane,Freepass,5.55E+11,45.58,3.4,Friends,Free,Delivered,19-08-2022,28-08-2022,,Netbanking,242329,675,Pending,61,2022,August,0
OYW64,AE783,885985495,29,Female,Tata Tea,865.92,536.87,Imported,Telangana,Hyderabad,Premium Plus,6.83E+11,2.72,4.4,Other,Free,Delivered,31-07-2023,8/8/2023,,UPI,915913,536.87,Paid,91,2023,July,0
GLW87,VU621,527643303,37,Female,Tenali Double Horse Chana Dal,744.5,461.59,Imported,Andhra Pradesh,Anantapur,Freepass,1.07E+11,4.67,2.3,Facebook,Express plus,Shipped,1/11/2022,6/11/2022,,Netbanking,183932,611.59,Paid,15,2022,November,150
SJB20,QY102,720090467,19,Male,Tata Sampann Chana Dal,776.78,691.33,Local,Telangana,Mahbubnagar,Freepass,2.44E+11,3.76,4.8,Friends,Express plus,Shipped,6/11/2021,11/11/2021,,Credit,713,841.33,Paid,33,2021,November,150
RYB32,KW402,517966086,18,Male,Parle Nutricrunch Digestive Cookies,1724.23,1586.29,Local,Maharashtra,Mumbai,Premium,7.50E+11,9.87,1.5,Instagram,Express plus,Delivered,27-01-2022,1/2/2022,,Netbanking,304325,1661.29,Paid,68,2022,January,75
BMH56,SN103,97858007,45,Male,VSR Channa Dal,492.01,373.93,Imported,Gujarat,Vadodara,Premium,29959417873,33.09,4.9,Facebook,Free,Cancelled,17-08-2022,27-08-2022,5/9/2022,Cancelled,210659,Cancelled,Cancelled,20,2022,August,Cancelled
UFS83,FI985,675974593,37,Male,Tata Tea,1357.9,828.32,Local,Maharashtra,Kolhapur,Premium,18989051341,11.72,3.5,Instagram,Priority,Shipped,8/3/2021,11/3/2021,,Debit,949795,878.32,Paid,76,2021,March,50
NZW96,IA638,691438096,61,Male,Sunfeast Dark Fantasy Yumfills Cake,1363.12,1281.33,Local,Andhra Pradesh,Guntur,Freepass,4.12E+11,2.51,2.8,Facebook,Free,Delivered,17-10-2021,26-10-2021,,Netbanking,904795,1281.33,Pending,48,2021,October,0
OOD63,ZS814,220029254,57,Male,Harpic Bathroom Cleaner - Floral,1364,750.2,Imported,Andhra Pradesh,Kadapa,Freepass,3.14E+11,26.05,2.1,Other,Express plus,Delivered,5/9/2021,10/9/2021,,Netbanking,39288,900.2,Paid,78,2021,September,150
